F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-27.44,179.44,24.28,11.31,4.1,-198.42,-2549.65,32983.74,-1559.84,4527.36,1747.35,13.31,358.53,-156.39,2421.36,-413.67,-380.19,1.67,4.95,-80.68,-691.62,20.78,0,2201.4,12394.16,-129.88,8,2096.37,High,-6317.04,-123.32,Rest,-6411.32,63.03,-95.6,-254.45,2484.66
-23.86,-128.78,22.4,11.04,11.57,-3.56,-2192.09,23198.85,-2243.66,-6121.21,823.29,10.77,133.65,-399.93,2720.73,-629.22,-328.66,13.3,24.96,50.37,-366.6,2.38,6,3108.48,20953.18,-107.79,4,-1144.47,Very low,-29946.69,-122.78,Europe,-12831.3,57.48,-110.03,-179.42,243.16
-25.44,284.72,35.82,6.63,3.9,-116.5,-2279.72,28240.38,-1508.7,-5780.96,570,4.88,271.29,-189.51,2877.66,-1011.78,-437.24,0.04,10.05,194.61,-533.8,0.96,6,1812.78,4418.36,-23.12,10,-774.24,High,-18255.24,-86.64,USA,-12210.12,56.94,4.67,-149.07,212.37
-32.14,102.74,22.82,10.89,13.01,-108.66,-4069.97,25090.53,-516.68,-4169.22,-188.82,26.23,167.49,-261.84,2724.39,-590.64,-197.15,0.02,8.46,36.4,-676.96,-4.42,8,3300.12,14470.24,-114.47,6,1620.9,Low,-9366.93,-93.52,Europe,-11690.65,67.44,-65.3,-205.29,617.81
-28.74,95.16,41.26,10.95,4.16,-135.28,-2276.92,27954.84,-990.32,5058.24,695.49,19.81,125.25,-447.36,2866.41,-605.31,-263.25,11.8,6.33,186.66,-675.9,7.72,6,2945.28,19319.64,-111.43,12,-204.63,Low,-13993.74,-61.4,Rest,-10103.4,64.89,-52.33,-189.52,617.21
-27.82,-93.96,23.8,5.91,10,-27.68,-2856.84,32549.61,-1292.2,-2478.73,-156.96,10.65,323.22,-442.95,2995.2,-632.04,-252.46,0.27,7.77,-231.84,-576.72,5.1,10,2475.62,11790.26,-154.93,4,505.71,High,-33834.6,-97.26,USA,-9428.78,60.03,-82.53,-71.89,390.73
-29.04,38.7,24.66,20.94,10.29,-167.78,-2235.4,29506.56,-1969.42,-975.97,-377.67,13.84,235.68,-290.28,4034.91,-672.9,188,2.53,11.55,389.59,-119.52,2.92,0,2972.54,12309.34,-151.06,12,1310.94,Very high,-31277.22,-118.4,UK,-10242.73,68.58,-88.96,-164.14,214.03
-27.74,115.56,34.48,11.85,21.21,-257.24,-2013.18,24651.72,-1150.24,989.69,998.4,12.33,346.05,-274.14,4760.88,-494.49,215.94,2.01,6.03,79.05,-364.8,14.5,8,2890.22,12640.48,-56.4,6,378.51,Low,-17383.08,22.52,UK,-9569.54,66.51,-63.18,-234.6,625.2
-24.46,120.98,23.36,-14.85,15.65,-151.22,-1958.45,35727.21,-1546.02,2941.76,312.27,14.36,278.58,-352.65,4357.23,-401.55,134.09,6.16,5.43,40.19,-544.48,13.2,4,3462.38,10075.22,-43.27,10,267.9,Low,-12662.85,-90.44,Europe,-9410.25,65.67,-43.75,-189.7,531.51
-27.22,43.08,20.04,15.36,17.77,-169.92,-2322.28,33188.55,-1640.6,-276.63,-787.92,17.37,208.2,-435.33,1583.85,-517.71,45.28,0.08,10.53,-162.46,-524.14,2.64,4,3743.04,14218.56,-127.29,2,-278.1,Very low,-14541.39,40.78,Europe,-10650.68,65.88,-41.33,-177.25,168.28
-41.42,33.16,25.42,3.15,12.45,-173.36,-2049.14,29308.59,-1808.26,-233.9,2215.92,14.62,232.32,-175.26,2581.38,-542.22,212.88,3.22,3,72.29,-534.44,2.8,10,3973.28,6046.38,-110.88,12,1706.82,Very low,-14869.2,-88.86,UK,-9728.54,64.65,-38.18,-252.12,-446.61
-28.3,117.56,21.88,-1.11,11.24,-155.36,-1923.18,38239.5,-1562.44,-1848.2,871.47,12.59,287.94,-258.42,4376.85,-548.85,-175.35,79.01,3.69,108.11,-609.8,19.46,10,4445.78,14896.82,-95.62,4,1084.92,Medium,-12761.22,-45.26,USA,-13119.5,85.47,-56.17,-276.67,148.28
-36.76,103.48,26.08,8.55,9.92,-142.38,-1798.06,27762.18,-2244.56,-1312.62,1336.92,14.68,303.48,-391.74,2594.79,-552.33,213.92,7.96,20.85,-120.58,-508.58,-1.84,10,2736.4,20886.74,-125.75,6,1832.49,Medium,-14085.84,-75.74,UK,-9490.53,60.51,-62.13,-197.56,759.46
-28.7,168.7,24.36,10.89,11.83,-184.34,-2506.69,26646.57,-1381.42,1110.06,1286.79,14.13,-33.6,-288.24,3392.25,-627.96,-162.18,2.97,10.86,-53.06,-490,19.04,10,4082.36,13715.8,-91.14,6,1335.57,Very high,-20098.92,36.14,USA,-8266.35,65.16,-45.22,-133.39,654.18
-33.7,27.16,23.64,4.62,12.86,-140.26,-2294.82,29172.78,-1358.48,-350.36,1309.5,7.94,306.9,-291.99,2210.61,-653.31,-335.78,6.47,10.11,-94.18,-549,21.12,8,2547.18,22256.2,-90.13,4,282.15,Very high,-30225.36,-86.74,USA,-14949.04,58.38,-63.33,-185.13,1031.76
-25.7,99.94,23.9,17.82,18.74,-194.04,-2109.36,13863.93,-535.3,-2158.31,783.3,18.14,358.56,-191.82,2919.9,-532.83,-310.59,0,23.31,-100.49,-582.1,6.88,12,3185.9,18309.92,-120.57,4,1321.86,Very high,-16083.72,-34.5,Europe,-8192.43,65.49,-87.59,-168.82,405.67
-27.84,283.56,24.46,10.89,12.99,-109.24,-1699.09,14143.95,-1651,-888.67,2528.13,7.79,420.78,-146.67,3426.84,-545.61,-207.66,57.78,2.82,210.25,-500.3,7.84,6,3189.26,23962.22,-118.27,10,628.59,Medium,-25012.02,-91.74,USA,-3413.65,60.9,-98.17,-118.43,465.37
-28.9,29.98,22.04,14.73,8.93,-129.36,-2492.54,24543.93,217.98,5036.38,426.81,15.53,317.46,-214.08,4752,-488.52,45.08,27.15,2.31,160.21,-344.58,15.38,18,3079.26,3164.4,-102.46,8,-880.05,High,-20465.37,-337.1,Europe,-11777,54.48,-98.15,-133.44,3760.44
-21.24,125.08,20.48,19.29,15.86,-127.88,-1824.68,29491.8,-1102.18,-177.88,986.07,7.32,269.4,-434.22,3507.81,-430.11,-280.67,14.81,8.19,731.62,-526.3,8.6,10,3027.34,13669.8,-176.24,14,798.87,Very low,-12945.9,-128.68,Rest,-8862.76,59.22,-49.75,-181.34,10.93
-21.22,213.66,15.5,11.37,11.32,-172.98,-2357.99,21108.72,-262.34,2953.79,488.55,14.34,302.46,-236.97,1505.07,-567.63,718.64,0.17,21,12.18,-527.48,6.24,8,3316.24,17313.64,-133.89,10,-2.49,Medium,-18695.43,-25.66,Europe,-4926.06,66,-88.21,-211.25,649.48
-26.62,173.44,4.76,1.02,16.44,-110.14,-1213.42,27453.51,-336.24,-588.43,485.88,13.18,221.01,-146.43,2896.44,-552.57,-369.57,0.11,5.97,-191.91,-631.2,11.34,10,2982.22,18274.92,-71.59,14,412.83,High,-19156.68,131.12,Europe,-8514.71,54.39,-58.7,-240.45,1773.49
-30.56,81.32,27.02,29.22,11.29,-47.58,-1822.54,17378.04,-1761.32,-527.43,2177.64,11.39,315.54,-196.41,4022.25,-625.89,240.24,0.7,11.97,278.34,-540.66,15.12,12,2461.1,17218.66,-68.85,6,1308.57,Very low,-12173.25,-144.42,Rest,-6765.28,62.43,-58.02,-150.15,-611.04
-28.5,101.44,29.36,14.88,14.01,-62.5,-1393.2,39733.65,-1801.88,-1357.37,855.57,12.47,345.42,-168.78,1572.9,-634.08,-437.2,0.92,9.06,349.91,-518.22,6.52,6,4183.68,8453.88,-115.75,14,682.47,Very low,-21382.23,-16.6,Rest,-17356.28,60.03,-29.32,-117.71,-1247.25
-40.68,96.8,27.2,12.06,19.15,-112.76,-1979.53,24461.16,-872.4,-1808.54,1321.86,9.05,265.02,-299.13,2699.46,-501.84,-131.47,0.39,9.45,671.66,-582.24,-6.82,14,3489.02,15900.3,-149.39,4,-1735.47,Low,-14652.18,-4.08,Europe,-11334.73,73.47,-57.73,-204.98,-17.76
-24.8,175.66,17.72,-0.3,10.51,-66.96,-2115.27,23744.07,-874.74,-2942.49,587.88,12.61,414.3,-299.97,3978.57,-575.37,56.15,0.03,6.03,92.96,-582.62,5.68,6,2938.02,27300.22,-114.95,6,502.11,Very high,-9877.17,14.12,UK,-11682.49,55.65,-85.9,-176.59,1900.82
-35.36,138.54,14.62,10.86,9.45,-174.64,-2221.7,13744.08,-782.84,-5245.1,1216.65,11.47,305.7,-324.9,5242.5,-464.79,-198.94,0.77,5.46,-615.04,-610.84,9,4,2782.06,11344.08,-162.56,10,-1927.35,Very low,3663.51,-100.68,UK,-7227.23,65.67,-61.16,-186.39,712.36
-33.36,50.42,31.52,8.82,7.02,-98.22,-1734.25,27491.19,-402.72,-5431.29,1269.18,14.38,281.7,-211.2,3987.6,-557.64,251.34,1.53,8.76,8.24,-459.88,0.54,8,3266.36,17192.52,-147.19,12,310.89,High,-20694.75,-120.06,Europe,-14937.73,59.55,-78.08,-215.43,2620.04
-26.1,170.78,33.36,0.39,12.38,-137.96,-2277.64,17979.03,-1310.5,895.75,2138.31,11.65,300.72,-354.78,2757.9,-473.76,-410.88,12.36,20.31,-148.54,-565.3,8.34,6,2680.38,28875.38,-120.05,14,998.49,Medium,-16670.01,-85.88,Europe,-11381,62.01,-75.36,-206.22,721.76
-33.84,58.3,23.96,8.58,18.86,23.56,-2700.88,33332.82,-1828.22,-4202.39,-823.05,10.98,386.91,-149.31,3049.86,-621.45,-122.68,0.92,12.54,65.44,-574.94,3,12,2509.8,16782.08,-154.29,10,472.11,Low,-29364.51,-38.04,UK,-6997.57,77.76,-63.94,-179.28,-1628.67
-28.12,-114.02,23.96,24.9,6.13,-129.82,-2001.37,8659.08,-581.54,-4875.73,-254.67,13.28,348.63,-199.98,3423.84,-741.69,-150.23,0.5,8.88,-283.16,-399.74,15.66,6,3967.06,22194.14,-177.98,6,-1436.31,High,-24149.49,-52.2,USA,-8467.34,56.46,-47.74,-193.33,975.87
-34.82,141.42,23.5,3.54,8.35,-186.82,-1829.6,27414.15,-1058.48,-1887.8,1109.67,9.93,486.48,-246.69,2032.53,-574.56,212.63,0.92,8.58,118.38,-670.2,1.86,10,3437.62,28600.96,-131.56,8,11.76,Very low,-21954.09,-174.32,Rest,-11761.34,76.44,-89.86,-195.31,-1334.7
-24.92,65.04,21.4,-6.12,10.65,-172.74,-2626.55,33020.31,-1311.2,-3296.02,2110.26,20.45,276.15,-220.74,1776.15,-636.36,-167.69,13.21,16.08,-68.77,-772.5,10.42,8,3977.72,17405.84,-151.2,6,-69.48,High,-11745.09,45.1,Rest,-13308.91,59.46,-39.46,-193.72,2623.65
-28.88,88.38,23.8,2.55,12.63,-142.06,-465.78,35844.42,-1204.9,-3134.9,2992.35,11.19,25.83,-174.12,2077.41,-481.35,22.06,0.02,10.71,-691.3,-520.24,-3.38,8,4166.92,7924.28,-88.17,8,510.75,Low,-16741.32,-39.84,USA,-8180.66,73.53,-36.59,-230.9,-152.52
-25.56,128.28,23.62,1.83,10.22,-73.84,-2234.99,39875.91,-909,-4043.58,181.65,14.12,545.16,-156.42,1995.15,-689.76,1.6,2.25,8.91,108.66,-568.54,15.48,10,3278.6,24362.56,-88.23,10,-536.55,High,-14360.91,-11.3,USA,-12489.27,59.28,-89.23,-145.2,651.88
-29.14,110.16,17.94,3.6,6.35,-56.98,-1377.77,21606.66,-464.86,-2916.06,117.54,10.79,631.62,-244.44,3144.42,-599.16,-313.53,0.08,2.19,225.35,-567.26,1.4,8,3578.96,14341.7,-173.37,6,1752.66,Medium,-26550.75,-213.72,Rest,-14151.83,78.21,-103.78,-117.03,-685.8
-32,-142.12,28.18,9.12,14.16,-184.78,-1963.93,40335.99,-245.62,-2058.95,1146.93,14.07,313.23,-222,2104.86,-656.55,-518.75,5.2,0.96,-115.84,-532.12,13.64,4,7569.94,25903.78,-139.99,2,137.13,Medium,-14666.04,-109.72,Europe,-12761.39,54.48,-87.7,-179.61,3829.99
-27.54,93.94,30.38,6.78,16.08,-143.32,-1956.91,31495.32,-658.6,2438.25,1270.5,16.59,206.88,-41.01,2352.87,-693.12,306.44,0.03,2.79,16.59,-471.38,17.92,6,4203.66,17934.86,-133.77,6,1519.38,Very high,-38040.48,-59.56,Rest,-10848.58,71.4,-120.51,-135.69,117.71
-28.9,32.86,38.28,16.65,3.94,-144.02,-2766.8,40124.58,-778.86,-5794,545.16,-3.91,325.92,-393,2434.83,-579.66,-70.98,4.96,0.39,99.16,-550.12,-0.56,18,2740.86,17069.96,-157.25,4,537.57,Very low,-23595.99,74.22,Europe,-15150.23,79.02,15.99,-193.4,-117.29
-18.12,45.76,9.46,-3.93,13.9,-123.16,-2027.04,37790.91,-995.94,-3248.53,1411.5,11.53,312.48,-37.68,2632.35,-539.91,-135.71,0.02,2.88,84.95,-524.44,6.78,4,5035.5,21697.54,-104.9,10,809.31,Low,-14758.11,-65.7,USA,-12020.95,65.46,-27.79,-250.93,27.15
-26.94,144.76,17.26,0.03,4.69,-141.12,-1589.61,26227.98,-522.88,-1894.75,2185.2,8.59,315.81,-359.16,3306.48,-453.06,-113.72,0.03,30.06,162.64,-481.76,8.62,6,2804.38,18001.04,-139.67,16,829.2,Very low,-29893.08,-30.74,Rest,-14767.84,68.16,-76.94,-181.55,-1481.28
-35.16,96.48,42.64,10.95,14.33,-187.46,-2288.1,19286.19,-141.12,1177.58,1742.19,14.74,100.68,-300.69,4116.72,-625.17,-465.26,2.86,13.02,-471.88,-515.4,8.94,6,3465.62,17591.52,-104.91,0,-2078.85,Very low,-10623.03,-337.38,UK,-8282.16,57.21,-100.24,-195.96,2398.16
-23.84,149.7,23.1,21.42,11.68,-175.54,-1414.47,26174.37,-1870.4,-2069.1,-1110.57,12.04,348.18,-257.37,3493.35,-483.96,-672.23,0.56,18.87,90.1,-549.8,19,4,3443.52,14197.94,-60.33,8,2137.17,Very high,-18002.85,21.1,Rest,-15158.14,59.82,-91.83,-148.89,1785.03
-27.9,101.6,27.88,5.55,10.9,-197.4,-1930.29,44984.94,-1504.2,-2218.73,476.97,8.17,229.53,-326.46,1733.91,-687.06,-155.19,586.34,5.97,-89.07,-561.36,2.3,2,2974.12,20281.38,-93.66,8,828.03,Low,-14908.35,-112.08,UK,-15008.18,64.11,-95.9,-169.56,1632.33
-8.3,233.14,30.48,4.71,9.13,-215.06,-2526.8,23057.79,366.84,-5955.9,1918.35,9.23,375.42,-224.67,3018.39,-642.81,335.89,2.07,13.23,167.57,-555.8,-0.8,16,3326.36,21336.32,-89.98,6,129.18,High,-3251.94,-52.44,USA,-14621.98,64.89,-79.23,-204.43,1320.11
-30.72,-24.9,27.18,-7.02,14.2,-156.06,-2186.93,30674.88,-680.72,-2508.96,39,18.55,422.85,-349.5,1713.63,-703.56,52.51,574.59,17.34,-86.65,-529.46,1.24,6,3181.78,24669.88,-123.33,6,1398.42,Very low,-21747.27,-194.72,Europe,-13748.96,77.25,-28.53,-121.11,1478.39
-34.38,82.54,25.12,16.59,22.42,-79.8,-2147.74,22344.06,-1407.66,-1469.38,942.54,19.43,401.82,-269.25,2955.06,-589.59,-51.33,14.74,23.07,413.46,-454.02,9.28,6,3628.86,20262.94,-106.83,8,-86.61,Very low,-5433.69,-79.8,Europe,-12129.54,64.02,-59.68,-186.31,1113.09
-30.12,157.04,34.36,2.01,9.98,-168.8,-2281.17,16658.64,-1481.48,-1528.18,500.4,12.3,436.14,-261.57,2041.68,-655.83,-359.89,0.4,11.52,71.61,-529.72,15.92,2,2453.62,20250.54,-69,10,1522.59,High,-16070.49,-170.76,Rest,-11236.79,76.17,-18.83,-239.86,-570.64
-26.32,112.6,47.14,0.87,16.42,-123.58,-1902.57,28842.33,-648.94,2565.45,610.98,9.75,519.69,-193.23,4753.05,-622.08,33.78,0.02,6.36,-305.78,-486.92,19.72,14,3418.52,14018.36,-110.49,6,477.69,Very high,-13372.11,-30.84,Rest,-8695.73,62.43,-26.77,-191.92,1565.41
-24.54,140.8,21.92,8.61,8.47,-120.88,-2024.96,23320.47,-1223.2,-2289.56,2518.23,9.85,-67.17,-168.18,3958.8,-605.01,108.2,0.13,7.44,383.27,-577.42,9.56,6,589.8,17448.1,-94.86,8,-220.08,Medium,-7342.05,-271.88,Europe,-14533.93,60.75,-88.24,-254.77,1423.59
-37.24,109.02,30.4,2.46,13.35,-113.5,-1369.85,26269.59,-993.7,-1682.81,2034.51,15.86,303.18,-316.92,4090.38,-475.74,-133.16,3.55,21.3,162.72,-486.68,-2.3,8,2517.24,11950.88,-117.24,6,-633.09,Medium,-14677.56,-69.68,USA,-14297.54,67.11,-49.51,-200.08,483.4
-30.04,-37.42,21.42,8.34,8.78,-119.96,-3183.83,44264.52,-815.24,2018.07,1277.88,12.35,206.04,-336.66,2615.91,-538.38,90.89,1.23,23.13,559.51,-495.08,11.76,10,3474.36,2292.08,-145.08,6,-702.99,High,-25467.18,-91.48,Rest,-11914.78,62.67,-91.07,-175.13,1548.4
-28.76,113.34,15.54,-10.41,7.84,-202.62,-2402.68,21729.78,-1716.18,-5261.95,1766.91,10.69,487.74,-292.35,4955.28,-621.09,-261.87,186.15,11.4,-289.77,-612.92,-6.5,10,5208.12,10416.38,-136.8,2,305.31,Medium,-25641.66,-115.84,Rest,-9554.65,73.77,-32.35,-147.59,1054.49
-21.84,80.92,30.34,2.19,5.83,-156.96,-3420.77,24527.79,-424.58,-1764.14,2022.54,14.08,250.14,-183.06,2400.81,-568.53,-589.58,40.38,35.97,-560.15,-799.38,9.04,8,3274.74,18229.14,-85.5,8,1395.12,Very high,-19981.59,-114.8,Europe,-11128.03,53.91,-64.77,-210.82,3818.24
-37.44,103.72,19.8,26.13,5.02,-193.38,-2147.22,21083.46,-1457.38,-1075.21,1485.87,8.86,421.56,-250.59,2731.26,-625.92,-256.07,11.14,16.47,196.85,-607.48,12.36,10,4595.48,22509.66,-158.26,8,-138.72,High,-10067.22,-71.46,Europe,-10488.77,58.71,-69.71,-170.91,3051.51
-43.78,-79.26,15.88,2.25,14.05,-219.7,-2073.26,43346.52,-2446.96,610.96,1583.4,2.53,371.64,-322.47,2490.75,-537.33,-208.1,0.04,3.99,-297.64,-426.98,11.76,12,2770.48,17406.68,-105.84,8,248.79,Very high,-19674.66,-273.98,Rest,-6014.26,60.87,-33.77,-187.62,-893.21
-19.22,184.56,28.44,8.31,8.7,-71.14,-2251.29,19464.45,-403.72,-2034.79,1125.48,20.41,534.9,-207.69,3792.27,-557.76,-320.75,0.04,2.25,-471.24,-513.74,10.46,14,3193.2,10919.4,-110.38,6,1091.73,Medium,-14762.85,4.58,USA,-14238.68,76.35,-101.28,-229.34,34.96
-27.62,132.64,12.06,10.32,9.88,-231.48,-2315.79,44760.72,-572.36,5759.25,1170.93,14.62,302.97,-282.93,3746.58,-319.65,-155.58,0.38,10.65,225.16,-523.32,8.64,8,1626.32,19778.68,-197.72,4,129.3,Very high,-16354.41,-63.92,Rest,-7294.61,58.56,-79.1,-148.07,2832.92
-40.36,181.68,25.36,-0.06,6.76,-193.98,-2014.94,33581.43,-1512.92,632.81,1588.11,9.33,410.91,-343.29,3657.75,-513.42,5.05,0.59,9.27,-210.88,-502.94,13.58,2,3191.16,30546.26,-104.45,8,234.39,Very low,-28820.7,-83,USA,-11742.88,62.94,-77.29,-200.65,23.18
-29.88,118.04,27.66,14.1,10.28,-198.14,-2279.75,24302.4,-2162.98,-926.12,-956.22,13.66,73.41,-144.6,4525.29,-694.38,52.93,0.03,11.7,-134.55,-554.56,14.82,4,3499.66,11968.28,-116.34,8,1053.27,High,-20823.33,-228.84,USA,-10258.32,94.29,-40.55,-196.87,-297.3
-26.38,126.5,25.02,31.98,7.61,-82.5,-2157.94,16864.62,-659.7,-685.23,85.74,11.24,193.38,-312,3042.54,-509.97,15.98,0.03,5.22,12.63,-510.78,6.16,2,2272.32,17959.7,-173.64,4,260.28,Medium,-29231.16,-263.62,UK,-9202.85,60,-23.32,-144.2,1185.32
-29.16,36.22,18.58,5.85,8.24,-132.54,-612.43,13754.1,-2211.72,-783.44,774,11.35,316.65,-409.98,2595.72,-650.34,-524.32,0.08,4.17,295.83,-551.96,7.42,4,3529.06,23308.38,-177.78,6,1111.44,Medium,-27754.89,-197.22,Rest,-7223.36,79.44,-32.99,-172.81,-1447.06
-31.48,105.42,20.4,5.43,11.27,-125.86,-2170.2,26960.58,-1119.12,-5029.44,1324.71,9.72,355.26,-273.3,4137.45,-444.99,-274.97,0.07,7.62,289.32,-556.98,-18.86,10,3219.06,23204.12,-166.93,14,720.69,Low,-23606.22,-90.78,USA,-11362.13,54.15,-84.48,-195.19,-18.04
-19.26,-19.96,25.68,16.62,12.65,-156.84,-2139.63,26676.18,-1197.22,1484.8,1728.09,15.69,268.29,-217.02,3050.97,-656.1,-552.81,0.01,10.98,-206,-501.66,10.96,4,2580.74,14233.88,-97.8,12,1182.3,Low,-9004.77,-79.82,Rest,-8366.13,76.29,-73.58,-89.12,-1414.9
-46.62,68.9,5.94,20.25,9.04,-170.58,-2493.03,39708.96,-1339.24,-427.52,1604.94,12.19,389.82,-311.76,4427.4,-490.47,317.97,1.74,8.46,378.77,-511.16,10.36,6,2933.22,21515.34,-87.31,10,1256.16,High,-20632.71,-43.62,Europe,-11098.12,70.05,-77.53,-239.92,396.38
-25.96,4.04,21,0.15,12.63,-83.26,-2229.82,26774.01,-1103.14,-4449.57,1552.83,11.21,317.82,-373.44,2402.52,-609.24,-93.12,9.07,5.1,-341.65,-546.06,10.52,12,3441.64,14359.36,-111.57,16,351.6,High,-23830.5,-182.16,USA,-8107.2,77.28,-57.06,-187.91,-139.13
-34.56,80.92,29.86,-0.12,11.44,-113.44,-2135.08,25067.46,-1203.96,1879.94,2481.12,6.54,379.95,-250.92,4009.47,-729.87,613.79,4.6,9.33,-543.64,-517.18,-6.56,12,3498.2,16954.08,-136.86,12,710.55,Very low,-20557.98,-158.74,UK,-10408.94,69.33,-101.89,-135.04,-634.52
-44.84,105.36,20.1,6.3,9.72,-116.56,-2352.39,18639.57,-1028.8,-3940.15,69.87,21.21,361.02,-221.97,1831.74,-503.64,-117.71,0.31,1.5,39.23,-560.12,7.76,6,3345.6,12660.04,-138.48,8,916.35,Low,-22137.63,-99.16,Rest,-7181.74,71.82,-77.72,-188.02,-765.74
-18.8,102.82,23.94,14.82,5.56,-151.08,-2246.16,14112.78,-1337.3,-985.21,2218.14,10.62,263.07,-386.82,4074.21,-688.29,29.31,7.31,5.19,398.08,-522.84,6,2,3410.36,20860.74,-145.09,6,-156.81,Medium,-11512.2,-69.74,Europe,-11280.02,54.36,-99.02,-210.67,3711.69
-11.42,49.16,26.46,2.4,11.61,-226.46,-2400.04,20732.43,-1458.08,-6339.91,263.19,12.52,272.64,-230.34,2918.46,-783.27,326.93,0.14,38.61,-369.8,-515.76,5.22,2,3454.78,19226.72,-85.05,10,1073.85,Very high,-4994.1,76.38,Europe,-6575.88,55.56,-78.13,-178.95,3204.19
-27.72,63.28,25.18,-0.9,9.45,-114.54,-1507.51,31419.84,-857.62,-491.04,2174.91,14.36,396.09,-303.78,3799.53,-501.54,-267.5,17.81,12.57,264.79,-728.28,8.3,12,7954.96,15951.36,-102.99,4,1636.02,Very high,-18428.01,-9.32,UK,-14453.22,56.1,-8.46,-197.57,2616.14
-32.48,179.24,29.12,14.67,12.55,-117.42,-2127.56,21498.06,-840.38,-1894.92,2251.53,13.21,225.57,-406.38,815.73,-465.21,312.44,0.72,15.75,138.45,-486.86,3.86,2,2957.86,15218.26,-132,8,50.37,Very low,-12996.6,-104.88,Rest,-10926.41,68.07,-84.7,-141.53,247.02
-37.16,144.34,30.94,25.29,11.03,-97.66,-3046.91,8606.52,-835.98,-4165.84,2800.71,10.97,295.65,-208.95,2406.03,-859.14,65.68,0.08,23.76,-266.83,-532.1,-8.96,10,3295.42,14143.28,-106.56,4,405.84,High,-29612.07,-155.6,UK,-4081.76,74.49,-108.44,-145.55,41.83
-29.34,78.22,25.74,-4.95,12.9,-154.74,-2288.38,30346.23,-1011,-1733.47,574.5,9.59,460.05,-306.9,2426.73,-564.33,177.97,32.1,3.96,-324.16,-689.26,-14.34,2,3657.92,12500.62,-161.93,12,828.54,Low,-6362.76,-139.1,Europe,-12057.92,65.85,-56.37,-154.73,2392.99
-20.36,53.76,23.62,10.47,10.82,-104.1,-2626.41,38651.43,-119.12,-2485.67,1495.98,8.37,309.93,-227.88,2725.08,-491.07,-403.76,229.74,12.45,-141.18,-587.92,4.28,8,1474.48,20507.82,-107.3,4,444.63,Very high,-20454.09,-69.02,Europe,-10226.95,54.42,-65.11,-189.63,3836.44
-17.64,59.46,45.52,-3.87,10.75,-236.22,-1944.81,22734.87,-1957.2,-2233.41,14.82,11.17,213.15,-189.57,4202.25,-939.33,402.14,0.03,18.03,91.69,-558.22,16.66,8,2955.52,23546.3,-94.92,8,-423.9,Low,-16116.78,-81.44,USA,-9931.95,62.49,-55.71,-145.32,-124.47
-23.18,103.5,34.14,16.98,10.87,-97.52,-2689.4,36245.07,-2400.52,53.68,1037.49,13.32,211.53,-107.55,1920.54,-816.57,-498.49,1.16,10.74,292.29,-532.78,15.36,8,3057.48,4717.28,-131.64,6,278.13,High,-15675.63,-100.76,Europe,-13470.25,60.24,-58.47,-264.31,785.99
-21.54,7.2,33.5,5.4,9.3,-142.88,-2454.73,25942.35,-1557.96,-903.94,1145.16,19.24,242.43,-282.9,3101.28,-686.46,-236.38,7.58,4.2,-237.52,-511.22,1.14,8,3402.62,25373.7,-143.34,6,-774.12,Very high,-19857.18,-81.44,Rest,-13154.01,55.74,-63.07,-194.6,2646.19
-31.5,115.56,24.02,17.43,9.06,-304.3,-2003.27,23343.87,-1382.18,-586.22,-391.68,11.94,297.27,-155.82,3138.81,-532.08,36.55,25.48,11.25,13.47,-510.78,1.68,2,4393.76,10173.64,-105.67,4,938.52,Medium,-6599.37,-92.56,Rest,-9425.66,66.84,-54.27,-50.49,2685.9
-22.86,109.3,40.74,8.43,14.98,-70.56,-2308.74,37792.77,-1434.44,-246.95,1118.94,13.04,280.56,-214.86,3174.3,-618.81,-228.59,0.6,7.98,47.15,-501.2,3.22,6,2978.74,22638.44,-134.75,14,790.65,High,8868.72,-179.04,UK,-13299.5,69.03,-74.44,-192.22,583.77
-19.2,-25.82,28.38,5.7,13.21,-142.56,-2206.25,38872.32,-828.16,2193.29,1711.89,18.89,355.83,-179.25,3149.67,-552.03,-35.9,44.99,5.61,298.29,-505.16,7.02,16,2742.56,13029.2,-96.63,12,86.43,Medium,-23713.8,-81.72,UK,-12505.57,67.41,-82.03,-174.37,289.42
-32.56,53.62,35.06,4.86,10.76,-105.48,-1901.99,26706.06,-1888.5,-4977.7,1957.95,12.03,284.67,-299.22,2021.79,-608.22,106.27,0.02,15.3,-107.54,-530.12,3.72,6,3478.2,18345.2,-114.82,10,148.56,Medium,-21247.17,-108.14,Rest,-10562.12,63.39,-58.09,-182.11,-1270.4
-31.46,-20.02,26.76,9.69,14.05,-58.46,-2283.68,37580.1,-1123.98,-4605.91,2092.14,13.54,351.12,-306.63,2501.7,-687.27,192.24,0.74,15.3,-235.41,-499.08,10.32,14,3203.2,8680.84,-116.54,14,1177.35,Very low,-14846.73,-81.4,USA,-9268.97,65.79,-70.56,-195.8,-159.28
