F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
1,168.94,-4106.46,4.7753,-2546.54,9.6549,-3.292,-5.996,5697.02,35243.82,-1.82,8584.98,-2.7152,1,0.2368,8.2608,-1949.36,-5.5719,-3968.25,-15.4326,-49.86,False
1,170.932,-3905.76,4.7745,-2854.44,13.101,-2.316,-5.2906,3608.24,35388.96,-1.82,8822.26,-4.206,0,0.8379,13.8636,-1770.1352,-10.617,-4247.22,-21.042,-55.02,True
1,167.82,-4732.76,4.7318,-2822.75,12.885,-2.2583,-4.49858,2484.24,35321.64,-3.82,10391.86,-4.649,0,0.19325,10.2372,-1828.08,-5.145,-4272.63,-13.3539,-48.54,True
0,168.386,-4167.12,4.6733,-2791.88,11.8257,-2.4072,-8.492,4872.24,35254.2,-1.82,8649.366,-3.2895,1,0.2499,1.191,-1967.96,-7.83,-4139.79,-13.6362,,True
1,168.672,-4281.06,4.2495,-2912.74,11.2794,-3.911,-7.049,5274.64,35307.483,-1.82,9067.66,-3.2593,1,0.15107,-13.704,-1798.6,-6.9876,-3868.35,-17.79,,True
0,169.046,-3992.26,4.2358,-2295.24,13.314,-2.5224,-5.95,5128.04,35233.65,-1.82,8751.34,-5.076,0,0.3449,-3.066,-2777.34,-12.111,-4257.72,-13.3185,,True
0,175.068,-3889.86,4.905,-2725.53,13.74,-2.6832,-5.2128,4647.24,35315.769,-1.82,9161.06,-2.574,1,0.315,13.1043,-2466.34,-7.017,-2582.25,-13.2072,,True
0,173.316,-4250.17,5.96,-2685.68,12.0291,-2.3497,-6.438,7165.04,35298.909,-1.82,8584.48,-2.5926,0,0.3435,35.049,-1740.3,-8.976,-6631.65,-15.2616,-51.27,False
0,169.95,-4102.66,5.056,-2754.879,10.5312,-2.4335,-4.6194,4186.64,35319.3,-1.82,9179.66,-3.1446,0,0.4142,23.01,-1748.46,-7.869,-4308.72,-14.9814,,False
1,179.524,-4124.36,4.4888,-2837.86,13.08,-3.292,-6.696,5546.24,35384.52,-1.82,9052.46,-3.911,1,1.524,-4.719,-1773.466,-5.1135,-4353.6,-14.6991,,True
0,183.23,-3999.36,6.94,-2752.201,9.5733,-4.216,-5.585,5890.42,35264.247,-1.82,8755.72,-3.438,0,0.19914,31.494,-1219.54,-5.3088,-4868.55,-13.2153,-49.05,True
1,187.22,-4289.59,4.3319,-2031.44,11.1165,-3.154,-6.299,5952.2,35273.943,-1.82,8790.36,-3.2372,1,0.4313,5.127,-3135.14,-8.523,-4725.15,-13.0908,-52.38,False
0,212.1,-3818.06,8.119,-2723.48,9.5772,-3.661,-4.7852,5950.66,35302.917,-1.82,8018.26,-3.477,0,0.5683,17.871,-1807.36,-5.6148,-4658.16,-15.924,,True
1,202.1,-2794.26,4.888,-2718.52,9.47937,-2.5542,-4.6136,4552.24,35274.234,-1.82,9045.06,-3.401,0,0.338,4.899,-2062.14,-5.4903,-3823.35,-14.3082,,True
1,192.54,-3927.16,4.856,-2657.62,9.7488,-3.275,-5.1752,5462.64,35205.93,-3.82,8740.46,-4.402,0,0.5576,15.591,-2837.34,-14.115,-4274.34,-13.06479,,False
1,167.848,-3998.86,7.15,-2710.14,10.4727,-2.442,-5.486,4716.24,35506.62,-3.82,9039.66,-2.8881,0,1.53,-1.362,-3039.14,-7.3623,-3945.15,-13.03743,-51.72,True
1,172.704,-2014.26,4.832,-2505.74,15.246,-2.273,-4.5582,5267.84,35374.86,-1.82,8560.48,-2.6541,0,0.2581,6.342,-2330.34,-5.52,-3427.65,-13.9527,-43.53,True
0,175.274,-4355.76,3.986,-1518.74,10.4709,-2.8855,-5.81,5312.24,35291.739,-1.82,8662.432,-2.5793,1,1.824,3.063,-4207.54,-17.667,-2940.15,-13.04649,-46.62,False
0,172.042,-4393.56,4.7048,-2613.64,13.638,-2.7072,-5.1146,4582.44,35298.918,-3.82,10338.06,-4.831,0,0.136551,17.97,-2051.14,-5.2086,-4181.91,-14.3661,,False
1,164.36,-4131.86,4.3862,-2856.64,13.194,-2.4633,-4.8785,5910.9,35279.022,-1.82,8804.7,-2.7889,0,1.461,4.707,-289.74,-6.6477,-5473.05,-13.01145,-47.58,False
1,168.934,-1260.26,4.6445,-2516.14,10.5609,-2.2929,-4.5143,3728.24,35328.06,-3.82,9580.46,-4.559,0,0.4032,-10.452,-1906.58,-5.7177,-4167.3,-16.935,-51.48,True
0,170.11,-4726.16,4.939,-2834.81,10.2345,-3.386,-4.572,5598.38,35370.39,-3.82,8637.44,-3.1787,0,0.2934,1.842,-1582.32,-5.7552,-4581.63,-13.6974,,False
0,186.9,-3838.76,4.1362,-1764.64,13.386,-2.12537,-5.0918,13246.24,35277.621,-3.82,8440.26,-2.4919,0,0.3776,10.0497,-2740.54,-6.4389,-7384.95,-13.0806,,True
0,207.98,-3781.96,4.1744,-3098.14,11.034,-2.2848,-5.1513,2816.24,35251.8,-1.82,8974.06,-3.332,1,2.184,23.838,-1778.478,-7.941,-3986.85,-16.338,-47.22,True
1,165.3712,-4232.981,4.5035,-3098.54,10.6356,-2.1965,-5.499,4598.44,35307.306,-1.82,9557.66,-3.487,0,0.16501,9.1518,-1706.92,-5.6886,-4931.55,-24.525,,False
0,218.06,-4242.589,6.214,-2716.86,10.1487,-3.636,-6.236,5571.24,35325.42,-3.82,8545.18,-6.555,0,0.20136,-8.775,-2332.74,-5.8377,-4340.31,-13.3464,,False
0,168.206,-4562.76,4.1977,-1989.94,10.02,-2.3867,-5.1364,3480.24,35302.164,-1.82,9417.66,-2.8767,1,0.3471,11.40654,-2161.74,-5.667,-3065.85,-14.9859,-46.08,False
0,188,-4153.17,5.519,-2521.24,11.2932,-3.357,-8.735,5803.96,35289.489,-1.82,8858.82,-3.638,0,0.15301,16.647,-4473.54,-7.5342,-4287.48,-13.03785,,True
1,166.81,-5084.96,3.9964,-1106.74,10.0269,-2.5684,-4.6027,5095.64,35236.92,-3.82,8922.46,-2.8285,1,2.101,7.194,-1946.58,-6.5919,-3769.65,-16.722,,True
1,177.03,-4047.16,4.2573,-2819.79,9.32775,-4.582,-5.941,5781.088,35368.11,-1.82,8632.28,-2.5965,0,0.13136,-0.732,-1758.678,-6.4308,-5070.15,-19.539,,True
1,212.18,-4100.26,4.791,-2529.24,11.1789,-3.538,-6.929,5454.44,35423.97,-1.82,9223.06,-2.5133,0,0.4598,6.993,-2462.94,-6.1365,-1974.45,-13.6881,,True
1,189.28,-4329.29,4.2133,-3003.14,9.8928,-4.378,-5.467,5730.72,35365.44,-1.82,8594.6,-3.0356,1,0.2456,12.8565,-1236.14,-5.8209,-4864.95,-13.3059,,False
0,164.491,-4003.96,5.063,-2743.791,11.697,-2.2655,-4.7802,4017.64,35409.06,-3.82,8963.26,-2.6093,0,0.549,27.282,-1775.852,-7.569,-4277.94,-16.776,-45.15,False
0,166.416,-4063.86,4.1289,-3228.14,12.411,-2.3618,-5.996,5280.44,35331.48,-3.82,8582.74,-5.49,0,0.351,29.298,-1730.64,-7.908,-4419.51,-17.283,,True
0,164.3896,-3625.76,4.2322,-2345.24,11.0157,-2.5921,-5.0493,6200.44,35197.17,-3.82,8696.66,-4.606,1,0.137103,23.793,-2030.94,-9.171,-4503.33,-13.5642,,False
1,170.578,-4271.51,4.4766,-2813.58,9.31788,-2.1673,-7.769,574.24,35199.03,-3.82,12173.26,-3.2509,0,0.18833,25.056,-1797.92,-4.7835,-4092.15,-15.837,-48.78,True
1,194.8,-4297.48,3.87859,-3390.34,10.8297,-2.11386,-4.8035,-215.76,34766.73,-3.82,8580.24,-3.519,1,0.13731,35.295,-2045.54,-6.4362,-4149.57,-13.3611,-44.19,False
0,187.32,-4255.04,4.5102,-2514.14,11.6679,-2.1944,-6.799,2330.24,35374.86,-3.82,8900.26,-5.782,1,2.51,6.354,-2340.14,-9.018,-4302.15,-13.4883,-51.63,True
1,183.78,-3947.26,3.9729,-2206.84,10.2858,-2.4995,-5.3224,6207.44,35206.14,-3.82,8600.74,-2.34567,0,0.131826,25.479,-1796.82,-9.453,-8766.75,-17.298,,False
0,180.152,-3546.16,4.21,-2919.44,10.1454,-3.485,-4.8507,5681.06,35420.4,-1.82,9002.86,-3.0812,1,1.271,10.3842,-1693.86,-7.4646,-4805.55,-16.488,-54.18,True
0,186.52,-4283.11,3.88049,-3395.94,10.8846,-2.3773,-5.945,4999.44,35229.6,-3.82,10601.86,-2.6888,0,0.17028,11.8464,-1713.06,-4.9137,-5064.45,-16.785,-48.12,False
0,171.124,-4373.86,3.88347,-1349.74,9.9741,-2.9303,-4.9923,4898.24,35312.955,-3.82,9137.86,-4.514,0,1.189,-7.35,-2341.14,-6.5892,-4134.21,-13.6407,,False
1,169.408,-4113.86,4.2249,-2449.54,10.1955,-2.1985,-6.731,6743.24,35066.88,-1.82,8615.76,-3.2747,0,0.14188,26.991,-1794.1,-7.5504,-4586.94,-20.319,-55.05,True
1,182.284,-4022.36,4.1738,-1779.54,9.7896,-3.433,-5.583,6264.04,35355.96,-3.82,8591.4,-3.657,1,0.2725,31.386,-2172.74,-8.814,-4809.75,-13.6458,-45.39,False
0,171.936,-4364.46,4.1421,-2531.84,10.9983,-2.3773,-5.1507,4396.04,35355.9,-3.82,8623.24,-2.7916,0,0.4776,30.501,-1903.44,-7.902,-3619.05,-15.759,-45.54,False
0,167.654,-3969.16,3.9033,-995.74,11.3205,-2.6344,-5.528,5503.84,35360.4,-1.82,8633.92,-2.4316,0,0.8239,13.2141,-2022.74,-8.589,-2020.65,-15.0363,-51.54,True
0,164.507,-4318.74,8.11,-2774.1,12.444,-4.193,-5.1599,5522.24,35313.357,-3.82,8599.22,-2.9305,1,0.5823,22.236,-1774.202,-6.9171,-3966.75,-25.437,,False
1,176.328,-3446.96,5.083,-2611.34,9.6465,-2.5443,-4.7741,4890.64,35276.466,-3.82,8997.46,-2.7899,1,0.22181,-7.902,-2062.94,-7.2177,-3561.15,-14.4723,-56.25,True
1,204,-1809.26,3.87898,779.26,9.4347,-2.1798,-4.5692,4768.84,35297.322,-1.82,9670.46,-2.4954,1,1.51,-14.427,-1962.36,-5.247,-3022.05,-16.137,-45.3,True
1,178.104,-4373.06,8.155,-2694.71,10.1979,-3.705,-5.514,5537.64,35134.23,-3.82,8684.238,-3.2522,0,0.16396,22.542,-2328.14,-5.4957,-3985.65,-13.8792,,False
1,167.064,-4111.26,5.179,-2722.37,10.1127,-4.837,-5.595,5854.66,34852.83,-1.82,8948.86,-3.0185,0,0.2984,13.8141,-1687.58,-4.73643,-5100.15,-14.6865,-50.85,True
1,166.338,-3815.06,4.8,-2930.34,10.359,-3.243,-5.1748,5337.84,35243.64,-1.82,7959.46,-3.491,1,0.16921,-6.027,-1778.22,-5.2155,-4009.65,-24.753,-47.7,False
1,213.08,-4068.66,4.4051,-2118.94,9.654,-4.174,-5.542,5849.32,35230.08,-3.82,8799.46,-4.026,0,2.198,45.27,-2838.34,-11.757,-4521.75,-13.2015,,True
1,223.5,-4213.73,6.141,-2779.82,9.8967,-2.7776,-6.017,5062.44,33290.73,-1.82,9171.86,-2.5311,1,0.22817,27.45,-1693.42,-6.489,-4189.68,-14.0514,-54.18,True
1,173.69,-4254.8,4.0456,-1925.14,13.452,-3.755,-6.906,5932.96,35367.36,-1.82,8652.156,-3.781,0,0.2447,10.554,-1827.14,-11.199,-4686.3,-15.3615,,False
1,171.436,-3572.76,3.87897,-3368.14,11.379,-2.3628,-4.904,5454.44,35289.645,-1.82,8950.06,-5.329,1,0.3517,18.192,-1761.44,-5.1912,-4434.75,-22.146,,True
0,163.74424,-2218.26,4.861,-2956.54,14.664,-2.2644,-4.595,4596.24,35208.39,-1.82,9914.86,-2.4993,0,0.2996,0.312,-1439.14,-5.6736,-6294.15,-14.5221,,True
1,165.0044,-4045.06,8.395,-2768.38,11.8239,-2.9654,-6.711,5733.64,35206.98,-1.82,8748.88,-2.5779,0,0.7588,-8.619,-1738.2,-16.101,-5760.15,-23.631,-55.02,True
0,178.014,-4459.06,5.035,-2746.406,9.43278,-2.3343,-5.465,3054.24,35371.29,-3.82,8883.26,-3.0676,0,0.3846,3.003,-3225.34,-8.202,-3836.55,-12.93636,-43.83,False
0,166.194,-3993.46,4.812,-2818.5,10.5228,-4.241,-5.913,5443.84,35253.9,-1.82,9463.06,-2.7686,1,0.2329,1.602,-2131.14,-5.9127,-3393.15,-13.1982,-49.41,True
1,192.96,-4204.64,4.4923,-2961.64,10.1445,-2.548,-5.586,4459.24,35332.29,-3.82,8840.48,-2.4905,1,1.27,58.86,-1736.2,-8.361,-3178.35,-15.0177,,False
1,171.802,-4157.44,4.0731,-2828.81,10.6644,-5.601,-7.557,5773.446,35300.982,-1.82,8716.88,-3.658,1,0.6457,49.86,-1761.732,-5.3631,-4553.13,-22.191,-44.31,False
0,221.24,-2336.26,3.9274,-1066.74,11.8359,-2.2653,-4.5584,4690.24,35275.536,-3.82,9946.46,-2.36999,1,0.130316,10.3737,-2385.34,-5.652,-3499.65,-13.3404,,True
0,173.352,-3770.16,3.9941,-3677.94,17.142,-4.707,-5.446,5720.7,35541.39,-3.82,8688.892,-3.614,0,3.153,27.198,-1699.4,-7.2393,-4474.59,-16.314,-52.26,True
0,173.934,-3379.26,4.2977,-2431.94,11.8068,-2.9351,-4.7751,6095.64,35111.25,-1.82,8224.86,-2.7014,0,0.3137,23.67,-2506.14,-5.0121,-5109.15,-13.02162,,True
0,171.848,-4284.3,7.929,-2709.34,10.0506,-2.12434,-5.919,8432.24,35275.59,-1.82,8577.24,-2.492,1,0.14168,-0.399,-1782.828,-7.629,-6566.55,-19.002,-39.24,False
0,174.364,-4321.66,4.995,-2764.34,10.1301,-2.8221,-6.188,4894.04,35265.975,-1.82,9497.06,-3.632,1,0.7941,-2.346,-1828.16,-5.5038,-4185.27,-14.7798,-48.45,False
1,174.15,-4502.96,3.9866,-3356.94,9.28686,-5.434,-5.2896,5470.04,35222.88,-3.82,8710.68,-2.3947,1,0.2663,20.715,-1832.94,-9.078,2615.25,-16.899,-47.07,True
1,183.8,509.74,4.0731,-2720.8,9.50589,-3.314,-4.48506,5852.12,35209.98,-1.82,8680.574,-3.466,0,0.16053,19.344,-1734.88,-8.733,-4621.2,-14.2344,,True
1,174.278,-3463.66,3.9303,-2313.54,11.958,-3.569,-4.9004,5329.64,35199.57,-1.82,9074.26,-5.785,1,0.8415,-12.105,-1856.08,-6.3777,-4202.34,-18.369,,True
1,181.988,-2382.26,3.8969,-2791.95,13.893,-2.11587,-4.5287,4386.24,35324.58,-1.82,10357.66,-2.7014,1,0.8383,-5.385,-1704.58,-5.3223,-5372.25,-16.704,-48.63,True
1,171,-4348.36,3.9013,462.26,11.0718,-2.2444,-5.565,4301.24,35274.177,-1.82,8906.06,-2.8173,0,0.15714,12.9639,-1839,-8.355,-4000.65,-21.78,,False
0,169.308,-3679.16,4.1223,-3075.94,11.3184,-2.4309,-5.3329,5740.18,35303.121,-3.82,8793.92,-4.682,1,0.7028,24.441,-1325.14,-9.096,-4524.18,-13.4112,-53.85,True
1,166.41,-4160.77,4.528,-2442.34,12.0843,-2.6749,-7.893,6329.84,35074.8,-3.82,8624.88,-3.708,1,2.074,28.092,-2556.54,-10.092,-4621.53,-13.1112,,False
0,188.64,-4960.76,3.9658,-3365.34,9.9471,-3.495,-4.6239,5205.24,35804.73,-1.82,8659.698,-2.9137,1,1.1218,1.071,-1816.84,-5.4894,-3481.95,-17.202,-50.79,False
0,173.1,-4516.96,4.1889,-2797.18,14.079,-3.247,-4.9743,5113.04,35980.53,-1.82,8815.56,-2.8747,0,0.133079,6.909,-1987.54,-11.079,-3751.05,-13.4865,,False
0,198.3,3847.74,3.9014,-810.74,10.9638,-4.519,-4.46138,5687.12,35357.49,-3.82,8546.22,-2.4932,1,3.596,30.162,-2237.34,-5.7534,-1936.35,-14.2608,,False
1,172.3,-3112.26,3.88738,-1734.74,9.6255,-2.8609,-4.6338,4964.84,35324.22,-3.82,9116.26,-2.37667,1,0.1457,15.6,-1832.14,-7.602,956.25,-18.603,,True
0,187.48,1275.74,4.2562,-3105.14,12.774,-2.1732,-4.4728,2416.24,35323.11,-1.82,8069.26,-3.0543,0,0.14732,17.133,-1777.26,-5.2578,-3849.15,-26.079,-48.12,True
1,183.438,-4132.56,5.02,-2567.64,12.93,-2.453,-7.095,6638.04,35376.09,-1.82,8418.86,-2.4364,0,0.13003192,16.881,-2243.34,-5.2989,-6737.55,-13.2831,,True
1,196.04,-4316.4,4.5735,-2707.88,11.7834,-2.6879,-7.605,5189.04,35249.97,-3.82,8897.26,-2.7079,0,0.476,13.0953,-1754.818,-8.325,-4759.65,-16.575,-50.19,True
1,181.616,-6143.26,5.51,-2785.23,14.052,-2.9945,-4.5175,5552.64,35380.14,-3.82,8502.4,-3.703,1,0.18622,32.37,-1758.634,-8.754,-4430.01,-13.4223,,False
0,179.898,-4605.66,7.436,-2685.4,11.8902,-4.134,-4.6896,5540.64,35403,-1.82,8892.86,-2.6868,1,0.7899,15.054,-2057.94,-8.889,-3673.65,-14.4144,-48.27,False
0,175.274,-4255.39,6.259,-2780.43,14.169,-4.079,-5.63,5658.7,35372.1,-1.82,9386.26,-2.9748,0,0.137916,7.845,-1649.42,-5.931,-4959.15,-15.6609,,False
0,171.784,-6037.26,5.706,-2556.64,16.203,-2.4112,-4.6805,4990.24,35263.905,-3.82,8234.86,-4.036,1,0.6733,33.396,-1935.02,-6.4737,-4130.97,-18.231,,False
0,178.708,-4821.16,4.913,-2534.44,10.1283,-3.515,-4.6973,5610.6,35373.03,-3.82,8540.24,-5.908,1,0.13672,13.2822,-2184.94,-7.4916,-4314.33,-14.2323,,False
1,175.252,-3999.86,3.937,-3612.64,13.71,-2.5095,-5.973,5454.44,35228.1,-3.82,8979.86,-2.5766,0,0.2622,0.051,-1679.68,-6.7041,-5269.05,-16.035,-50.58,True
1,178.374,-4299.06,4.887,-2804.64,12.942,-3.767,-5.629,5428.04,35253.06,-1.82,8560.84,-3.393,0,0.14297,19.506,-1836.7,-6.1629,-4028.25,-15.846,-49.53,True
0,233.84,-1787.26,4.792,-2758.9,13.572,-3.314,-4.5319,5898.02,35060.76,-1.82,8812.12,-3.685,0,0.17343,-12.612,-1289.74,-6.8436,-4735.95,-13.2363,-44.94,True
1,165.0846,-4284.46,5.055,-2589.74,15.843,-3.02,-7.978,5779.042,35285.443,-3.82,9179.26,-2.4094,1,0.3413,41.34,-1789.7,-5.496,-7056.75,-19.707,-46.62,True
1,185.38,-3805.06,4.302,-2726.65,9.9759,-3.55,-5.1808,5216.64,35276.394,-1.82,8938.66,-4.168,1,0.18711,-3.63,-2055.74,-9.648,-4056.75,-13.9419,-54.12,True
0,177.624,-4311.08,4.1576,-2915.84,10.1667,-4.779,-6.273,5507.84,35252.34,-3.82,8870.26,-5.061,1,0.414,-5.355,-1795.9,-7.4253,-4270.68,-16.89,,True
0,165.9,-4178.85,4.3274,-3096.84,10.3392,-2.7676,-6.149,5549.24,35132.52,-1.82,9389.86,-2.38158,1,1.248,40.311,-1093.54,-5.8524,-10179.75,-13.6248,,False
0,176.792,948.74,4.0357,-3090.64,12.801,-4.309,-4.47286,5723.34,35088.48,-3.82,8305.66,-2.7125,0,0.7738,11.931,-2181.94,-6.5121,-4152.6,-12.96468,,True
1,166.928,-4497.66,4.0029,-1482.74,14.904,-2.9982,-5.3056,5102.84,35229.18,-3.82,9424.26,-3.1955,1,0.16054,8.9853,-2112.74,-4.9551,-3673.65,-15.0591,-51.09,False
0,188.16,-4062.16,4.3043,-2497.44,9.33324,-2.2466,-5.08,5747.28,35238.3,-1.82,8830.38,-2.7113,1,2.563,35.247,-1800.2,-7.3698,-4927.35,-16.152,,False
0,180.29,-3954.76,4.2297,-2270.94,10.9851,-6.288,-5.628,5810.42,35378.04,-1.82,9050.66,-3.0693,0,1.598,3.315,-1791,-7.35,-4865.85,-17.739,,True
0,233.7,-5261.26,4.3679,-3042.54,14.4,-2.178,-4.5423,-2533.76,30671.13,-1.82,9638.46,-4.589,1,0.17202,22.941,-1791.42,-5.2161,-4022.55,-22.899,,False
1,184.56,-3684.86,4.914,-2576.94,10.1997,-2.7433,-4.8326,6571.44,35297.418,-1.82,8377.46,-2.4547,1,0.14261,30.687,-1806.14,-7.0413,-7617.75,-16.47,,False
0,182.968,-3947.36,3.9943,-3173.44,13.104,-4.874,-5.497,5679.38,35300.592,-1.82,8550.48,-4.033,0,0.14998,4.653,-1788.756,-8.646,-4258.26,-19.398,-51,True
1,187.06,-4292.02,4.2905,-2365.74,10.1307,-2.3565,-4.9696,4320.04,35293.677,-3.82,8704.38,-4.964,1,0.8828,30.837,-3979.54,-8.643,-4216.44,-13.04985,-45.72,False
0,178.158,-4624.26,3.9959,-3543.44,9.7719,-2.6713,-4.7296,5485.44,35294.859,-3.82,7966.06,-3.54,0,0.6253,13.0566,-235.54,-4.82625,-4636.08,-12.9948,-43.65,False
1,172.39,-4288.9,4.6041,-2407.74,11.4861,-3.528,-5.828,5515.24,35303.847,-3.82,9260.66,-2.3915,1,0.2764,5.856,-3007.54,-6.0093,-1903.05,-13.2138,,True
0,187,-4362.16,4.0044,-1651.74,11.2332,-2.1554,-5.575,2596.24,35227.89,-1.82,8499.62,-3.421,0,0.3039,9.2994,-2130.34,-6.5964,-3956.25,-14.7348,-45.75,False
1,179.618,-4478.16,4.4274,-2776.77,11.9352,-2.5067,-4.9447,5890.84,35256.75,-3.82,8176.46,-2.9852,1,2.34,6.663,-1746.76,-5.7114,-4894.95,-17.55,-49.83,False
0,165.798,-4522.26,5.283,-2771.21,12.522,-3.555,-4.9143,5626.3,35233.98,-1.82,8110.66,-2.9946,0,0.14758,6.009,-1776.156,-5.5311,-4400.628,-20.499,-45.09,False
0,183.528,-4243.556,5.428,-2689.63,14.646,-2.2099,-5.846,2090.24,35281.923,-3.82,9565.06,-2.6456,0,0.713,-13.587,-2617.14,-5.9046,-3441.45,-13.1223,-49.95,False
1,185.72,-1193.26,4.6007,-2935.44,10.3821,-4.789,-4.5237,5568.64,35288.715,-3.82,9271.86,-2.7097,1,0.5267,35.658,-1753.808,-5.7096,-3782.25,-16.383,,True
1,182.942,-4223.48,3.9266,-2364.14,10.4325,-3.899,-4.8174,5455.84,35312.706,-1.82,8806.3,-5.084,1,0.132458,-4.695,-2290.54,-9.987,-4276.17,-13.2867,-51.45,True
1,167.928,-4486.26,5.104,-2748.5579,12.0006,-2.8899,-4.6756,5576.48,35272.392,-1.82,8508.48,-2.7894,1,0.1301683,18.339,-1776.73,-6.0252,-4550.79,-18.258,-49.68,False
1,181.256,-4066.76,3.9083,-3657.84,10.3461,-2.08746,-5.337,2472.24,35257.92,-3.82,9161.46,-4.144,0,0.15133,8.4864,-1669.52,-6.9774,-4633.5,-17.01,,True
1,167.546,-3363.36,5.451,-2794.96,11.1861,-3.802,-4.9309,5773.898,35441.76,-3.82,8620.32,-2.6946,0,0.3308,25.893,-1738.7,-6.1347,-4751.55,-15.882,-50.58,False
0,231.28,-4213.88,3.9451,-3351.54,12.546,-2.4546,-5.0198,4131.64,35265.939,-1.82,8868.28,-2.576,1,0.3042,7.812,-1756.804,-9.654,-3617.25,-15.4944,-50.91,False
0,169.594,-4338.76,4.7894,-2706.99,11.9037,-2.1194,-5.126,8196.24,35374.02,-3.82,8514.24,-3.1283,1,0.20994,16.272,-1764.862,-8.997,-4905.75,-23.844,-48.45,False
0,180.308,-4166.11,4.1688,-3094.84,9.52167,-3.66,-4.6029,5603.5,35293.155,-3.82,9634.26,-2.36902,1,0.5198,29.1,-1522.54,-5.6316,-9285.75,-14.496,,False
1,186.02,-4150.1,4.906,-2550.84,15.552,-3.0127,-7.96,5669.22,35288.045,-3.82,8797.16,-2.8195,0,0.2485,20.472,-1878.24,-9.537,-4250.04,-16.428,-47.34,True
0,180.068,-4463.56,4.1232,-1899.34,15.609,-2.1579,-4.8212,6532.04,35187.45,-1.82,8686.016,-2.6785,1,0.17947,22.209,-3801.54,-10.995,-4912.05,-12.95757,,False
0,173.782,-3886.76,4.7478,-2532.24,11.0589,-2.8118,-4.9952,5915.56,35224.89,-3.82,8861.26,-3.586,0,0.3324,7.143,-1935.42,-6.951,-4578,-14.0808,-53.34,True
1,170.172,-2875.26,4.3816,-2705.15,11.3529,-3.917,-4.6043,5575.24,35840.13,-3.82,8793.96,-2.493,0,4.28,11.16438,-1823.6,-6.6213,-2987.55,-17.454,,False
1,166.894,-4832.46,4.0862,-3154.14,9.8253,-2.10027,-4.7907,1438.24,35216.85,-3.82,9078.26,-3.387,1,0.3542,0.276,-1557.54,-6.1581,-4737.45,-14.583,,True
1,166.204,-4091.36,3.87475,-4279.74,10.2876,-2.8023,-7.766,5693.36,35366.55,-1.82,8683.884,-3.531,0,0.4406,29.316,-1620.82,-9.894,-4515.54,-14.025,-50.55,True
0,173.196,-2307.26,4.4342,-2695.08,14.682,-2.273,-4.5653,3010.24,35036.01,-1.82,8891.26,-3.2039,1,1.259,7.767,-1829.56,-9.702,-3882.75,-17.658,,True
0,171.242,-4250.53,5.283,-2616.94,11.5491,-2.3814,-6.75,5619.46,35285.485,-3.82,9372.06,-2.393,0,0.5859,-45.78,-1827.64,-5.7321,-6940.35,-15.2166,-47.25,False
0,290.2,-4045.56,4.989,-2639.24,12.1188,-2.4101,-6.031,5777.9422,35461.02,-1.82,8752.18,-3.294,0,0.19966,47.55,-1786.222,-15.543,-4641.06,-16.707,,True
1,163.57535,-4113.56,4.3925,-2811.42,10.1598,-2.7348,-7.736,6169.44,35339.43,-1.82,8765.54,-3.729,1,0.2296,10.899,-1680.86,-5.3562,-4769.55,-15.783,-49.17,False
1,167.526,-3236.26,7.495,-2772.44,14.28,-2.242,-4.9803,7874.24,35247.84,-3.82,8174.06,-2.6636,0,2.653,5.283,-1721.9,-5.0619,-6131.55,-20.52,-47.67,False
0,167.876,-932.26,4.849,-2704.29,13.119,-3.135,-4.50479,5225.04,35265.051,-1.82,9250.46,-3.478,0,1.749,5.073,-1935.76,-6.0897,-3996.15,-14.8002,-50.4,True
0,179.04,-4329.82,4.2761,-2269.04,13.476,-5.321,-6.046,5510.04,35291.931,-3.82,10785.26,-3.2681,1,0.14395,10.5255,-2123.94,-5.2443,-3736.65,-14.5611,-51,True
0,183.8,-3916.56,7.078,-2753.251,13.62,-3.264,-4.7231,5337.04,35314.332,-3.82,8990.86,-2.8137,1,0.14264,24.306,-2167.34,-7.3992,-4050.45,-12.9492,-49.92,True
0,199.38,-5372.26,5.853,-2656.82,9.5403,-2.2141,-4.6262,6068.64,35450.85,-3.82,9296.26,-4.039,0,0.2575,39.735,-1869.08,-5.2029,-4638.48,-13.4364,,False
0,172.526,-4149.82,4.1139,-3043.64,10.6659,-2.7487,-8.412,5173.04,35335.23,-3.82,7438.26,-2.629,1,0.132448,36.909,-1871.4,-5.0529,-2941.65,-15.3732,-48.84,False
0,196.7,-3138.26,4.4195,-2936.24,14.478,-3.133,-4.7551,6086.24,35292.789,-3.82,8503.48,-4.34,0,1.948,-30.36,-1422.74,-6.4893,-4704.75,-13.9485,,True
1,177.81,-297.26,5.543,-2729.02,12.924,-2.7741,-4.48163,4491.44,35267.313,-3.82,8922.06,-2.38209,0,0.3321,5.058,-1880.7,-11.814,2663.25,-15.7527,,True
1,201.04,-3190.26,4.3782,-2298.54,9.51564,-4.08,-4.6432,5967.18,35259.042,-1.82,8519.56,-6.16,0,0.135198,6.936,-2330.34,-5.847,-4485.15,-13.3119,-51.93,True
0,176.156,-4191.2,4.0306,-1937.54,10.0587,-2.2217,-8.745,4964.04,35237.82,-1.82,9107.06,-3.525,1,1.455,8.9406,-1881.16,-6.6975,-4418.328,-15.2145,,False
